Tiempo [s],h1_Real [cm],h2_Real [cm],h3_Real [cm],h4_Real [cm],h1_Ref [cm],h2_Ref [cm],v1_Bomba [V],v2_Bomba [V]
7.200960128017068,11.465834967450972,13.866103465081961,2.5999337430036378,1.0294316347660324,12.0,16.0,2.582227106381818,6.0
7.400986798239765,11.471389849424497,13.89764073222454,2.6202639006149417,1.0304186697342872,12.0,16.0,2.7726756512495214,6.0
7.601013468462462,11.481254862746619,13.929306485899053,2.640591388299038,1.032964961127468,12.0,16.0,2.998698589463655,6.0
7.801040138685158,11.48304473613477,13.96178921871579,2.661444747030266,1.03242915564637,12.0,16.0,2.498698589463655,6.0
8.001066808907854,11.493216487850027,13.991325670121547,2.6799616821581616,1.034985309384377,12.0,16.0,2.998698589463655,6.0
8.20109347913055,11.496752943109172,14.023695456324115,2.7005453772887873,1.0350014766676083,12.0,16.0,2.498698589463655,6.0
8.401120149353247,11.495959893664017,14.055765385565268,2.7208175509535426,1.0333497765715314,12.0,16.0,2.4293545295983106,6.0
8.601146819575943,11.506743873807158,14.083862706575054,2.737980793909115,1.0359940029505215,12.0,16.0,2.9293545295983106,6.0
8.80117348979864,11.524928222132232,14.115673065875193,2.7578716121970537,1.0413531749242984,12.0,16.0,3.2026404793253476,6.0
9.001200160021336,11.54212791770271,14.147849784626363,2.77792738500432,1.0462746510699807,12.0,16.0,3.4174344108143977,6.0
9.201226830244032,11.564227198703845,14.178061547300953,2.7963720536220413,1.0529644064442059,12.0,16.0,3.680432560347296,6.0
